date,team1,conference1,team2,conference2,conference_match,sets_1,sets_2,final_score,sets_played,team1_set1,team2_set1,set1_winner,match_winner,comeback_win
2019-08-30,A&M-Corpus Christi,Southland,Houston,AAC,Non-Conference,3,0,3-0,3,27,25,A&M-Corpus Christi,A&M-Corpus Christi,FALSE
2019-08-30,Wyoming,Mountain West,Colorado,Pac-12,Non-Conference,0,3,3-0,3,18,25,Colorado,Colorado,FALSE
2019-08-30,UNI,MVC,Texas,Big 12,Non-Conference,1,3,3-1,4,19,25,Texas,Texas,FALSE
2019-08-30,High Point,Big South,TCU,Big 12,Non-Conference,0,3,3-0,3,22,25,TCU,TCU,FALSE
2019-08-30,Illinois,Big Ten,Tennessee,SEC,Non-Conference,3,2,3-2,5,24,26,Tennessee,Illinois,TRUE
2019-08-30,Jacksonville,ASUN,Missouri St.,MVC,Non-Conference,1,3,3-1,4,24,26,Missouri St.,Missouri St.,FALSE
2019-08-30,Southern California,Pac-12,Texas St.,Sun Belt,Non-Conference,3,1,3-1,4,26,28,Texas St.,Southern California,TRUE
2019-08-30,Marshall,C-USA,Indiana,Big Ten,Non-Conference,1,3,3-1,4,13,25,Indiana,Indiana,FALSE
2019-08-30,Mississippi Val.,SWAC,Mississippi St.,SEC,Non-Conference,0,3,3-0,3,9,25,Mississippi St.,Mississippi St.,FALSE
2019-08-30,Ohio,MAC,Green Bay,Horizon,Non-Conference,1,3,3-1,4,18,25,Green Bay,Green Bay,FALSE
2019-08-30,Oregon St.,Pac-12,Boston College,ACC,Non-Conference,3,0,3-0,3,25,14,Oregon St.,Oregon St.,FALSE
2019-08-30,Florida A&M,MEAC,Alabama St.,SWAC,Non-Conference,1,3,3-1,4,17,25,Alabama St.,Alabama St.,FALSE
2019-08-30,Creighton,Big East,Nebraska,Big Ten,Non-Conference,1,3,3-1,4,19,25,Nebraska,Nebraska,FALSE
2019-08-30,Idaho St.,Big Sky,Omaha,Summit League,Non-Conference,0,3,3-0,3,16,25,Omaha,Omaha,FALSE
2019-08-30,Pacific,WCC,Montana,Big Sky,Non-Conference,3,0,3-0,3,25,8,Pacific,Pacific,FALSE
2019-08-30,North Dakota St.,Summit League,Toledo,MAC,Non-Conference,3,0,3-0,3,25,16,North Dakota St.,North Dakota St.,FALSE
2019-08-30,Little Rock,Sun Belt,Arkansas,SEC,Non-Conference,0,3,3-0,3,20,25,Arkansas,Arkansas,FALSE
2019-08-30,New Mexico St.,WAC,Auburn,SEC,Non-Conference,3,0,3-0,3,25,16,New Mexico St.,New Mexico St.,FALSE
2019-08-30,UTSA,C-USA,SMU,AAC,Non-Conference,0,3,3-0,3,13,25,SMU,SMU,FALSE
2019-08-30,Eastern Mich.,MAC,Southern Utah,Big Sky,Non-Conference,0,3,3-0,3,18,25,Southern Utah,Southern Utah,FALSE
2019-08-30,UNLV,Mountain West,CSUN,Big West,Non-Conference,3,2,3-2,5,25,20,UNLV,UNLV,FALSE
2019-08-30,Xavier,Big East,Utah St.,Mountain West,Non-Conference,3,1,3-1,4,25,21,Xavier,Xavier,FALSE
2019-08-30,Portland,WCC,Weber St.,Big Sky,Non-Conference,3,1,3-1,4,17,25,Weber St.,Portland,TRUE
2019-08-30,Utah Valley,WAC,BYU,WCC,Non-Conference,0,3,3-0,3,21,25,BYU,BYU,FALSE
2019-08-30,Kentucky,SEC,Utah,Pac-12,Non-Conference,0,3,3-0,3,19,25,Utah,Utah,FALSE
2019-08-30,UC Irvine,Big West,Oregon,Pac-12,Non-Conference,0,3,3-0,3,13,25,Oregon,Oregon,FALSE
2019-08-30,LMU (CA),WCC,Arizona,Pac-12,Non-Conference,0,3,3-0,3,18,25,Arizona,Arizona,FALSE
2019-08-30,CSU Bakersfield,WAC,Sacramento St.,Big Sky,Non-Conference,2,3,3-2,5,19,25,Sacramento St.,Sacramento St.,FALSE
2019-08-30,San Jose St.,Mountain West,UC Davis,Big West,Non-Conference,0,3,3-0,3,18,25,UC Davis,UC Davis,FALSE
2019-08-30,Washington,Pac-12,St. John's (NY),Big East,Non-Conference,3,0,3-0,3,25,22,Washington,Washington,FALSE
2019-08-31,San Diego,WCC,Hawaii,Big West,Non-Conference,2,3,3-2,5,19,25,Hawaii,Hawaii,FALSE
2019-08-31,Ohio,MAC,Northeastern,CAA,Non-Conference,3,0,3-0,3,25,18,Ohio,Ohio,FALSE
2019-08-31,Delaware St.,MEAC,Texas Southern,SWAC,Non-Conference,3,1,3-1,4,25,18,Delaware St.,Delaware St.,FALSE
2019-08-31,Central Mich.,MAC,Saint Peter's,MAAC,Non-Conference,3,0,3-0,3,25,14,Central Mich.,Central Mich.,FALSE
2019-08-31,Valparaiso,MVC,South Dakota,Summit League,Non-Conference,1,3,3-1,4,20,25,South Dakota,South Dakota,FALSE
2019-08-31,Loyola Maryland,Patriot,Virginia,ACC,Non-Conference,0,3,3-0,3,17,25,Virginia,Virginia,FALSE
2019-08-31,Gardner-Webb,Big South,Kent St.,MAC,Non-Conference,0,3,3-0,3,11,25,Kent St.,Kent St.,FALSE
2019-08-31,Holy Cross,Patriot,Penn St.,Big Ten,Non-Conference,0,3,3-0,3,5,25,Penn St.,Penn St.,FALSE
2019-08-31,Seton Hall,Big East,Quinnipiac,MAAC,Non-Conference,0,3,3-0,3,19,25,Quinnipiac,Quinnipiac,FALSE
2019-08-31,Grand Canyon,WAC,Rutgers,Big Ten,Non-Conference,3,2,3-2,5,25,19,Grand Canyon,Grand Canyon,FALSE
2019-08-31,Western Caro.,SoCon,Fordham,Atlantic 10,Non-Conference,1,3,3-1,4,21,25,Fordham,Fordham,FALSE
2019-08-31,Wofford,SoCon,Clemson,ACC,Non-Conference,0,3,3-0,3,12,25,Clemson,Clemson,FALSE
2019-08-31,Colgate,Patriot,Alabama,SEC,Non-Conference,2,3,3-2,5,21,25,Alabama,Alabama,FALSE
2019-08-31,UNC Asheville,Big South,Long Beach St.,Big West,Non-Conference,2,3,3-2,5,25,22,UNC Asheville,Long Beach St.,TRUE
2019-08-31,Bowling Green,MAC,La Salle,Atlantic 10,Non-Conference,2,3,3-2,5,25,27,La Salle,La Salle,FALSE
2019-08-31,UConn,AAC,Navy,Patriot,Non-Conference,0,3,3-0,3,21,25,Navy,Navy,FALSE
2019-08-31,Saint Francis (PA),NEC,The Citadel,SoCon,Non-Conference,1,3,3-1,4,19,25,The Citadel,The Citadel,FALSE
2019-08-31,Cleveland St.,Horizon,South Carolina,SEC,Non-Conference,2,3,3-2,5,19,25,South Carolina,South Carolina,FALSE
2019-08-31,UT Martin,OVC,Indiana,Big Ten,Non-Conference,0,3,3-0,3,18,25,Indiana,Indiana,FALSE
2019-08-31,North Dakota St.,Summit League,Loyola Chicago,MVC,Non-Conference,1,3,3-1,4,16,25,Loyola Chicago,Loyola Chicago,FALSE
2019-08-31,Prairie View,SWAC,Oral Roberts,Summit League,Non-Conference,0,3,3-0,3,16,25,Oral Roberts,Oral Roberts,FALSE
2019-08-31,UIW,Southland,UTEP,C-USA,Non-Conference,2,3,3-2,5,14,25,UTEP,UTEP,FALSE
2019-08-31,Portland St.,Big Sky,Middle Tenn.,C-USA,Non-Conference,3,1,3-1,4,25,22,Portland St.,Portland St.,FALSE
2019-08-31,Virginia Tech,ACC,Northwestern,Big Ten,Non-Conference,0,3,3-0,3,21,25,Northwestern,Northwestern,FALSE
2019-08-31,Central Conn. St.,NEC,Rider,MAAC,Non-Conference,3,0,3-0,3,25,15,Central Conn. St.,Central Conn. St.,FALSE
2019-08-31,Fairleigh Dickinson,NEC,SIUE,OVC,Non-Conference,0,3,3-0,3,18,25,SIUE,SIUE,FALSE
2019-08-31,Washington St.,Pac-12,Iowa,Big Ten,Non-Conference,0,3,3-0,3,19,25,Iowa,Iowa,FALSE
2019-08-31,West Virginia,Big 12,Coppin St.,MEAC,Non-Conference,3,0,3-0,3,25,14,West Virginia,West Virginia,FALSE
2019-08-31,LSU,SEC,Arizona St.,Pac-12,Non-Conference,2,3,3-2,5,27,25,LSU,Arizona St.,TRUE
2019-08-31,American,Patriot,Hartford,America East,Non-Conference,1,3,3-1,4,21,25,Hartford,Hartford,FALSE
2019-08-31,Rhode Island,Atlantic 10,New Hampshire,America East,Non-Conference,1,3,3-1,4,19,25,New Hampshire,New Hampshire,FALSE
2019-08-31,Delaware St.,MEAC,Alabama A&M,SWAC,Non-Conference,0,3,3-0,3,17,25,Alabama A&M,Alabama A&M,FALSE
2019-08-31,Delaware St.,MEAC,Alabama St.,SWAC,Non-Conference,1,3,3-1,4,25,18,Delaware St.,Alabama St.,TRUE
2019-08-31,Lafayette,Patriot,Fairfield,MAAC,Non-Conference,2,3,3-2,5,13,25,Fairfield,Fairfield,FALSE
2019-08-31,South Alabama,Sun Belt,Purdue Fort Wayne,Summit League,Non-Conference,1,3,3-1,4,19,25,Purdue Fort Wayne,Purdue Fort Wayne,FALSE
2019-08-31,South Carolina St.,MEAC,Jackson St.,SWAC,Non-Conference,0,3,3-0,3,11,25,Jackson St.,Jackson St.,FALSE
2019-08-31,Manhattan,MAAC,McNeese,Southland,Non-Conference,1,3,3-1,4,26,24,Manhattan,McNeese,TRUE
2019-08-31,N.C. Central,MEAC,Wake Forest,ACC,Non-Conference,0,3,3-0,3,18,25,Wake Forest,Wake Forest,FALSE
2019-08-31,Presbyterian,Big South,UNC Greensboro,SoCon,Non-Conference,0,3,3-0,3,20,25,UNC Greensboro,UNC Greensboro,FALSE
2019-08-31,Nicholls St.,Southland,Ga. Southern,Sun Belt,Non-Conference,3,1,3-1,4,22,25,Ga. Southern,Nicholls St.,TRUE
2019-08-31,Bryant,NEC,FGCU,ASUN,Non-Conference,0,3,3-0,3,14,25,FGCU,FGCU,FALSE
2019-08-31,Southeast Mo. St.,OVC,Jacksonville,ASUN,Non-Conference,3,1,3-1,4,24,26,Jacksonville,Southeast Mo. St.,TRUE
2019-08-31,UMES,MEAC,NJIT,ASUN,Non-Conference,3,1,3-1,4,25,23,UMES,UMES,FALSE
2019-08-31,Illinois St.,MVC,Pepperdine,WCC,Non-Conference,1,3,3-1,4,22,25,Pepperdine,Pepperdine,FALSE
2019-08-31,New Mexico St.,WAC,Tennessee St.,OVC,Non-Conference,3,0,3-0,3,25,22,New Mexico St.,New Mexico St.,FALSE
2019-08-31,San Francisco,WCC,Seattle U,WAC,Non-Conference,1,3,3-1,4,19,25,Seattle U,Seattle U,FALSE
2019-08-31,Memphis,AAC,Eastern Ill.,OVC,Non-Conference,3,0,3-0,3,25,16,Memphis,Memphis,FALSE
2019-08-31,LIU,NEC,Colorado,Pac-12,Non-Conference,0,3,3-0,3,21,25,Colorado,Colorado,FALSE
2019-08-31,Hofstra,CAA,Wichita St.,AAC,Non-Conference,2,3,3-2,5,23,25,Wichita St.,Wichita St.,FALSE
2019-08-31,UTSA,C-USA,Bradley,MVC,Non-Conference,3,1,3-1,4,17,25,Bradley,UTSA,TRUE
2019-08-31,Radford,Big South,Bethune-Cookman,MEAC,Non-Conference,3,0,3-0,3,25,19,Radford,Radford,FALSE
2019-08-31,Eastern Ky.,OVC,Charlotte,C-USA,Non-Conference,1,3,3-1,4,25,21,Eastern Ky.,Charlotte,TRUE
2019-08-31,Villanova,Big East,High Point,Big South,Non-Conference,3,2,3-2,5,25,17,Villanova,Villanova,FALSE
2019-08-31,LMU (CA),WCC,Appalachian St.,Sun Belt,Non-Conference,3,1,3-1,4,25,15,LMU (CA),LMU (CA),FALSE
2019-08-31,Charleston So.,Big South,UNCW,CAA,Non-Conference,0,3,3-0,3,20,25,UNCW,UNCW,FALSE
2019-08-31,Murray St.,OVC,IUPUI,Horizon,Non-Conference,2,3,3-2,5,23,25,IUPUI,IUPUI,FALSE
2019-08-31,Western Ky.,C-USA,Toledo,MAC,Non-Conference,3,0,3-0,3,25,13,Western Ky.,Western Ky.,FALSE
2019-08-31,Montana St.,Big Sky,Arkansas,SEC,Non-Conference,2,3,3-2,5,25,20,Montana St.,Arkansas,TRUE
2019-08-31,ETSU,SoCon,Troy,Sun Belt,Non-Conference,3,1,3-1,4,23,25,Troy,ETSU,TRUE
2019-08-31,Kennesaw St.,ASUN,Georgia,SEC,Non-Conference,2,3,3-2,5,25,20,Kennesaw St.,Georgia,TRUE
2019-08-31,Idaho St.,Big Sky,Abilene Christian,Southland,Non-Conference,3,1,3-1,4,25,15,Idaho St.,Idaho St.,FALSE
2019-08-31,Marshall,C-USA,Santa Clara,WCC,Non-Conference,1,3,3-1,4,20,25,Santa Clara,Santa Clara,FALSE
2019-08-31,Wright St.,Horizon,Notre Dame,ACC,Non-Conference,3,2,3-2,5,25,23,Wright St.,Wright St.,FALSE
2019-08-31,Bucknell,Patriot,Saint Francis (PA),NEC,Non-Conference,3,0,3-0,3,27,25,Bucknell,Bucknell,FALSE
2019-08-31,Coastal Carolina,Sun Belt,Furman,SoCon,Non-Conference,3,0,3-0,3,25,23,Coastal Carolina,Coastal Caro.,FALSE
2019-08-31,Liberty,ASUN,UNI,MVC,Non-Conference,1,3,3-1,4,23,25,UNI,UNI,FALSE
2019-08-31,N.C. A&T,MEAC,Winthrop,Big South,Non-Conference,0,3,3-0,3,19,25,Winthrop,Winthrop,FALSE
2019-08-31,Morehead St.,OVC,Davidson,Atlantic 10,Non-Conference,3,2,3-2,5,25,16,Morehead St.,Morehead St.,FALSE
2019-08-31,Austin Peay,OVC,Maryland,Big Ten,Non-Conference,0,3,3-0,3,20,25,Maryland,Maryland,FALSE
2019-08-31,Southern U.,SWAC,Georgia Tech,ACC,Non-Conference,0,3,3-0,3,10,25,Georgia Tech,Georgia Tech,FALSE
2019-08-31,Southern Ill.,MVC,Saint Louis,Atlantic 10,Non-Conference,1,3,3-1,4,16,25,Saint Louis,Saint Louis,FALSE
2019-08-31,Campbell,Big South,Mercer,SoCon,Non-Conference,1,3,3-1,4,13,25,Mercer,Mercer,FALSE
2019-08-31,Lamar University,Southland,Georgia St.,Sun Belt,Non-Conference,2,3,3-2,5,25,19,Lamar University,Georgia St.,TRUE
2019-08-31,North Dakota,Summit League,La.-Monroe,Sun Belt,Non-Conference,3,1,3-1,4,20,25,La.-Monroe,North Dakota,TRUE
2019-08-31,Portland,WCC,UNLV,Mountain West,Non-Conference,2,3,3-2,5,25,19,Portland,UNLV,TRUE
2019-08-31,USC Upstate,Big South,Miami (OH),MAC,Non-Conference,0,3,3-0,3,12,25,Miami (OH),Miami (OH),FALSE
2019-08-31,Central Ark.,Southland,Sacred Heart,NEC,Non-Conference,3,1,3-1,4,25,18,Central Ark.,Central Ark.,FALSE
2019-08-31,Chicago St.,WAC,Oklahoma,Big 12,Non-Conference,2,3,3-2,5,25,23,Chicago St.,Oklahoma,TRUE
2019-08-31,UIC,Horizon,Eastern Wash.,Big Sky,Non-Conference,3,1,3-1,4,25,27,Eastern Wash.,UIC,TRUE
2019-08-31,Hampton,Big South,Norfolk St.,MEAC,Non-Conference,3,0,3-0,3,25,18,Hampton,Hampton,FALSE
2019-08-31,Iowa St.,Big 12,Ole Miss,SEC,Non-Conference,3,1,3-1,4,25,14,Iowa St.,Iowa St.,FALSE
2019-08-31,Tulsa,AAC,North Texas,C-USA,Non-Conference,1,3,3-1,4,18,25,North Texas,North Texas,FALSE
2019-08-31,Tulane,AAC,Louisiana,Sun Belt,Non-Conference,3,0,3-0,3,25,18,Tulane,Tulane,FALSE
2019-08-31,Marist,MAAC,Colgate,Patriot,Non-Conference,2,3,3-2,5,20,25,Colgate,Colgate,FALSE
2019-08-31,Binghamton,America East,Delaware,CAA,Non-Conference,0,3,3-0,3,17,25,Delaware,Delaware,FALSE
2019-08-31,UT Arlington,Sun Belt,Houston,AAC,Non-Conference,3,2,3-2,5,18,25,Houston,UT Arlington,TRUE
2019-08-31,Western Mich.,MAC,Northern Ky.,Horizon,Non-Conference,3,2,3-2,5,25,22,Western Mich.,Western Mich.,FALSE
2019-08-31,Louisiana Tech,C-USA,Sam Houston St.,Southland,Non-Conference,3,2,3-2,5,26,24,Louisiana Tech,Louisiana Tech,FALSE
2019-08-31,Southern Miss.,C-USA,Denver,Summit League,Non-Conference,0,3,3-0,3,15,25,Denver,Denver,FALSE
2019-08-31,Boise St.,Mountain West,Utah Valley,WAC,Non-Conference,3,1,3-1,4,25,21,Boise St.,Boise St.,FALSE
2019-08-31,Seton Hall,Big East,Towson,CAA,Non-Conference,0,3,3-0,3,15,25,Towson,Towson,FALSE
2019-08-31,UCF,AAC,Rice,C-USA,Non-Conference,0,3,3-0,3,23,25,Rice,Rice,FALSE
2019-08-31,Little Rock,Sun Belt,Northwestern St.,Southland,Non-Conference,0,3,3-0,3,20,25,Northwestern St.,Northwestern St.,FALSE
2019-08-31,Tennessee Tech,OVC,Michigan,Big Ten,Non-Conference,0,3,3-0,3,21,25,Michigan,Michigan,FALSE
2019-08-31,Temple,AAC,UMBC,America East,Non-Conference,3,0,3-0,3,25,17,Temple,Temple,FALSE
2019-08-31,New Mexico,Mountain West,Northern Colo.,Big Sky,Non-Conference,2,3,3-2,5,23,25,Northern Colo.,Northern Colo.,FALSE
2019-08-31,Howard,MEAC,George Washington,Atlantic 10,Non-Conference,0,3,3-0,3,13,25,George Washington,George Washington,FALSE
2019-08-31,Wyoming,Mountain West,UC Santa Barbara,Big West,Non-Conference,2,3,3-2,5,21,25,UC Santa Barbara,UC Santa Barbara,FALSE
2019-08-31,Butler,Big East,Auburn,SEC,Non-Conference,2,3,3-2,5,31,29,Butler,Auburn,TRUE
2019-08-31,Saint Peter's,MAAC,St. Francis Brooklyn,NEC,Non-Conference,2,3,3-2,5,15,25,St. Francis Brooklyn,St. Francis Brooklyn,FALSE
2019-08-31,UC Riverside,Big West,Northern Ill.,MAC,Non-Conference,2,3,3-2,5,25,27,Northern Ill.,Northern Ill.,FALSE
2019-08-31,UT Martin,OVC,FIU,C-USA,Non-Conference,3,1,3-1,4,25,17,UT Martin,UT Martin,FALSE
2019-08-31,DePaul,Big East,Missouri St.,MVC,Non-Conference,3,2,3-2,5,20,25,Missouri St.,DePaul,TRUE
2019-08-31,Canisius,MAAC,CSU Bakersfield,WAC,Non-Conference,3,2,3-2,5,25,19,Canisius,Canisius,FALSE
2019-08-31,Fresno St.,Mountain West,Indiana St.,MVC,Non-Conference,3,0,3-0,3,25,14,Fresno St.,Fresno St.,FALSE
2019-08-31,UC Irvine,Big West,Boston College,ACC,Non-Conference,0,3,3-0,3,18,25,Boston College,Boston College,FALSE
2019-08-31,Southeastern La.,Southland,Jacksonville St.,OVC,Non-Conference,0,3,3-0,3,19,25,Jacksonville St.,Jacksonville St.,FALSE
2019-08-31,Gonzaga,WCC,Air Force,Mountain West,Non-Conference,3,0,3-0,3,25,16,Gonzaga,Gonzaga,FALSE
2019-08-31,Elon,CAA,Manhattan,MAAC,Non-Conference,3,2,3-2,5,23,25,Manhattan,Elon,TRUE
2019-08-31,North Florida,ASUN,Duquesne,Atlantic 10,Non-Conference,0,3,3-0,3,16,25,Duquesne,Duquesne,FALSE
2019-08-31,Central Conn. St.,NEC,Georgetown,Big East,Non-Conference,0,3,3-0,3,22,25,Georgetown,Georgetown,FALSE
2019-08-31,SFA,Southland,SMU,AAC,Non-Conference,3,2,3-2,5,26,24,SFA,SFA,FALSE
2019-08-31,Lipscomb,ASUN,TCU,Big 12,Non-Conference,0,3,3-0,3,16,25,TCU,TCU,FALSE
2019-08-31,Western Ill.,Summit League,Mississippi St.,SEC,Non-Conference,2,3,3-2,5,25,15,Western Ill.,Mississippi St.,TRUE
2019-08-31,Ark.-Pine Bluff,SWAC,New Orleans,Southland,Non-Conference,0,3,3-0,3,11,25,New Orleans,New Orleans,FALSE
2019-08-31,South Dakota St.,Summit League,Drake,MVC,Non-Conference,1,3,3-1,4,14,25,Drake,Drake,FALSE
2019-08-31,The Citadel,SoCon,Youngstown St.,Horizon,Non-Conference,1,3,3-1,4,25,20,The Citadel,Youngstown St.,TRUE
2019-08-31,Albany (NY),America East,Omaha,Summit League,Non-Conference,2,3,3-2,5,25,23,Albany (NY),Omaha,TRUE
2019-08-31,Arkansas St.,Sun Belt,Belmont,OVC,Non-Conference,3,0,3-0,3,25,19,Arkansas St.,Arkansas St.,FALSE
2019-08-31,CSUN,Big West,Weber St.,Big Sky,Non-Conference,0,3,3-0,3,21,25,Weber St.,Weber St.,FALSE
2019-08-31,Iona,MAAC,Rhode Island,Atlantic 10,Non-Conference,0,3,3-0,3,21,25,Rhode Island,Rhode Island,FALSE
2019-08-31,San Jose St.,Mountain West,Montana,Big Sky,Non-Conference,3,0,3-0,3,25,21,San Jose St.,San Jose St.,FALSE
2019-08-31,California,Pac-12,Colorado St.,Mountain West,Non-Conference,3,1,3-1,4,25,19,California,California,FALSE
2019-08-31,Samford,SoCon,Arizona,Pac-12,Non-Conference,3,2,3-2,5,25,22,Samford,Samford,FALSE
2019-08-31,Chattanooga,SoCon,Mississippi Val.,SWAC,Non-Conference,3,0,3-0,3,25,12,Chattanooga,Chattanooga,FALSE
2019-08-31,Cal St. Fullerton,Big West,Idaho,Big Sky,Non-Conference,3,1,3-1,4,27,25,Cal St. Fullerton,Cal St. Fullerton,FALSE
2019-08-31,Minnesota,Big Ten,Florida St.,ACC,Non-Conference,0,3,3-0,3,17,25,Florida St.,Florida St.,FALSE
2019-08-31,UTRGV,WAC,Houston Baptist,Southland,Non-Conference,3,0,3-0,3,25,21,UTRGV,UTRGV,FALSE
2019-08-31,Kansas St.,Big 12,Austin Peay,OVC,Non-Conference,3,1,3-1,4,25,17,Kansas St.,Kansas St.,FALSE
2019-08-31,Davidson,Atlantic 10,N.C. A&T,MEAC,Non-Conference,3,0,3-0,3,25,22,Davidson,Davidson,FALSE
2019-08-31,Eastern Mich.,MAC,Xavier,Big East,Non-Conference,1,3,3-1,4,12,25,Xavier,Xavier,FALSE
2019-08-31,Southern U.,SWAC,Long Beach St.,Big West,Non-Conference,0,3,3-0,3,14,25,Long Beach St.,Long Beach St.,FALSE
2019-08-31,Cincinnati,AAC,Cleveland St.,Horizon,Non-Conference,3,0,3-0,3,26,24,Cincinnati,Cincinnati,FALSE
2019-08-31,Northern Ariz.,Big Sky,Oakland,Horizon,Non-Conference,1,3,3-1,4,17,25,Oakland,Oakland,FALSE
2019-08-31,Bryant,NEC,Akron,MAC,Non-Conference,1,3,3-1,4,25,16,Bryant,Akron,TRUE
2019-08-31,Southern Utah,Big Sky,Utah St.,Mountain West,Non-Conference,3,2,3-2,5,25,13,Southern Utah,Southern Utah,FALSE
2019-08-31,NJIT,ASUN,Central Mich.,MAC,Non-Conference,0,3,3-0,3,12,25,Central Mich.,Central Mich.,FALSE
2019-08-31,Duke,ACC,Stanford,Pac-12,Non-Conference,0,3,3-0,3,19,25,Stanford,Stanford,FALSE
2019-08-31,Western Ky.,C-USA,North Dakota St.,Summit League,Non-Conference,3,0,3-0,3,25,12,Western Ky.,Western Ky.,FALSE
2019-08-31,La Salle,Atlantic 10,Wright St.,Horizon,Non-Conference,1,3,3-1,4,25,22,La Salle,Wright St.,TRUE
2019-08-31,Prairie View,SWAC,Louisiana Tech,C-USA,Non-Conference,1,3,3-1,4,20,25,Louisiana Tech,Louisiana Tech,FALSE
2019-08-31,South Dakota,Summit League,Murray St.,OVC,Non-Conference,3,0,3-0,3,25,19,South Dakota,South Dakota,FALSE
2019-08-31,Dayton,Atlantic 10,Florida,SEC,Non-Conference,2,3,3-2,5,25,21,Dayton,Florida,TRUE
2019-08-31,West Virginia,Big 12,Binghamton,America East,Non-Conference,3,0,3-0,3,25,17,West Virginia,West Virginia,FALSE
2019-08-31,Nevada,Mountain West,Sacramento St.,Big Sky,Non-Conference,3,1,3-1,4,22,25,Sacramento St.,Nevada,TRUE
2019-08-31,Saint Mary's (CA),WCC,Kentucky,SEC,Non-Conference,0,3,3-0,3,14,25,Kentucky,Kentucky,FALSE
2019-08-31,Georgia,SEC,Wofford,SoCon,Non-Conference,3,0,3-0,3,25,23,Georgia,Georgia,FALSE
2019-08-31,Stony Brook,America East,Washington St.,Pac-12,Non-Conference,0,3,3-0,3,12,25,Washington St.,Washington St.,FALSE
2019-08-31,Holy Cross,Patriot,Hofstra,CAA,Non-Conference,0,3,3-0,3,21,25,Hofstra,Hofstra,FALSE
2019-08-31,Western Caro.,SoCon,Lamar University,Southland,Non-Conference,0,3,3-0,3,22,25,Lamar University,Lamar University,FALSE
2019-08-31,Lehigh,Patriot,Texas Tech,Big 12,Non-Conference,1,3,3-1,4,17,25,Texas Tech,Texas Tech,FALSE
2019-08-31,McNeese,Southland,Robert Morris,NEC,Non-Conference,1,3,3-1,4,23,25,Robert Morris,Robert Morris,FALSE
2019-08-31,Sacred Heart,NEC,Rider,MAAC,Non-Conference,3,1,3-1,4,25,20,Sacred Heart,Sacred Heart,FALSE
2019-08-31,Jackson St.,SWAC,Florida A&M,MEAC,Non-Conference,3,2,3-2,5,25,19,Jackson St.,Jackson St.,FALSE
2019-08-31,A&M-Corpus Christi,Southland,Arizona St.,Pac-12,Non-Conference,1,3,3-1,4,25,22,A&M-Corpus Christi,Arizona St.,TRUE
2019-08-31,Baylor,Big 12,Creighton,Big East,Non-Conference,3,0,3-0,3,25,20,Baylor,Baylor,FALSE
2019-08-31,N.C. Central,MEAC,Presbyterian,Big South,Non-Conference,1,3,3-1,4,14,25,Presbyterian,Presbyterian,FALSE
2019-08-31,Towson,CAA,Morgan St.,MEAC,Non-Conference,3,0,3-0,3,25,22,Towson,Towson,FALSE
2019-08-31,Middle Tenn.,C-USA,Southern Ill.,MVC,Non-Conference,1,3,3-1,4,23,25,Southern Ill.,Southern Ill.,FALSE
2019-08-31,New Hampshire,America East,Army West Point,Patriot,Non-Conference,0,3,3-0,3,11,25,Army West Point,Army West Point,FALSE
2019-08-31,Coastal Carolina,Sun Belt,Virginia,ACC,Non-Conference,3,0,3-0,3,25,18,Coastal Carolina,Coastal Caro.,FALSE
2019-08-31,Wisconsin,Big Ten,North Carolina,ACC,Non-Conference,3,0,3-0,3,25,20,Wisconsin,Wisconsin,FALSE
2019-08-31,Marist,MAAC,Buffalo,MAC,Non-Conference,0,3,3-0,3,19,25,Buffalo,Buffalo,FALSE
2019-08-31,Northern Ky.,Horizon,Purdue Fort Wayne,Summit League,Non-Conference,3,0,3-0,3,25,15,Northern Ky.,Northern Ky.,FALSE
2019-08-31,Valparaiso,MVC,IUPUI,Horizon,Non-Conference,3,1,3-1,4,25,22,Valparaiso,Valparaiso,FALSE
2019-08-31,Northwestern,Big Ten,Miami (OH),MAC,Non-Conference,3,1,3-1,4,24,26,Miami (OH),Northwestern,TRUE
2019-08-31,Santa Clara,WCC,Indiana,Big Ten,Non-Conference,3,0,3-0,3,25,22,Santa Clara,Santa Clara,FALSE
2019-08-31,Southern Miss.,C-USA,San Francisco,WCC,Non-Conference,0,3,3-0,3,20,25,San Francisco,San Francisco,FALSE
2019-08-31,Chicago St.,WAC,California,Pac-12,Non-Conference,1,3,3-1,4,25,22,Chicago St.,California,TRUE
2019-08-31,Loyola Chicago,MVC,Toledo,MAC,Non-Conference,2,3,3-2,5,25,15,Loyola Chicago,Toledo,TRUE
2019-08-31,Central Ark.,Southland,Georgetown,Big East,Non-Conference,3,0,3-0,3,25,16,Central Ark.,Central Ark.,FALSE
2019-08-31,VCU,Atlantic 10,Ohio St.,Big Ten,Non-Conference,1,3,3-1,4,19,25,Ohio St.,Ohio St.,FALSE
2019-08-31,Kennesaw St.,ASUN,Clemson,ACC,Non-Conference,1,3,3-1,4,17,25,Clemson,Clemson,FALSE
2019-08-31,Coppin St.,MEAC,Delaware,CAA,Non-Conference,0,3,3-0,3,16,25,Delaware,Delaware,FALSE
2019-08-31,UMES,MEAC,St. Francis Brooklyn,NEC,Non-Conference,1,3,3-1,4,18,25,St. Francis Brooklyn,St. Francis Brooklyn,FALSE
